444,2
884,1
500,409
910,1
374,1
992,1
982,1
983,2
628,1
854,1
725,1
843,1
836,1
824,1
813,1
396,3
827,1
872,1
360,3
710,1
987,2
462,5
839,3
499,47
774,1
301,2
351,10
995,1
999,1
979,1
939,1
955,1
645,1
323,6
996,1
787,1
952,1
1480,1
1457,1
1456,1
940,1
1432,1
1415,1
1300,1
814,1
808,1
1143,1
384,1
1262,1
1427,1
817,1
593,1
0,192
421,1
447,1
502,1
497,7
415,1
399,2
522,1
495,2
405,3
455,2
333,9
82,1
326,7
341,8
466,3
346,9
319,4
334,7
322,4
339,10
350,8
343,14
253,2
375,1
328,8
330,8
340,9
454,4
358,3
437,1
498,12
429,2
438,2
309,2
345,11
348,11
307,2
470,2
247,3
258,2
312,3
286,1
356,4
353,5
354,8
329,4
262,2
269,3
327,5
463,5
338,4
191,1
273,2
332,8
352,6
367,2
467,3
349,7
344,8
324,6
59,1
138,1
182,2
237,1
317,2
412,3
240,2
306,4
331,5
494,2
422,1
439,5
851,2
493,2
362,3
347,6
325,4
249,1
315,3
510,1
292,1
355,7
229,1
472,1
250,1
335,7
383,1
496,7
310,5
266,1
477,5
359,2
337,6
407,2
461,3
458,2
408,2
459,2
451,1
475,3
255,3
336,7
413,2
299,1
491,6
318,2
361,2
453,3
411,2
482,5
320,2
342,5
305,1
296,2
257,2
297,2
450,2
263,2
261,2
483,4
379,2
465,2
378,3
488,2
368,2
473,2
366,4
381,2
485,4
480,4
471,1
481,3
417,2
468,5
449,2
284,1
393,1
456,2
425,3
369,1
395,2
416,4
382,1
392,1
389,1
452,2
841,2
371,1
492,4
256,2
234,1
79,1
7,1
208,1
446,3
435,2
394,2
172,1
464,1
404,1
789,1
377,2
293,2
479,4
442,1
431,2
26,1
436,1
25,1
267,1
321,1
254,1
282,1
224,1
226,1
128,1
137,1
308,2
546,1
304,1
164,1
311,1
245,1
244,1
314,2
370,2
316,2
196,1
276,1
419,2
218,1
197,1
400,1
460,1
195,1
484,1
398,1
490,3
574,1
418,2
386,1
822,2
385,1
373,1
199,1
432,1
410,1
489,1
423,2
457,1
275,1
474,1
376,1
181,1
469,1
178,1
487,1
365,1
759,2
