Chestnut-crowned Laughingthrus
Red-tailed Laughingthrush
Red-faced Liocichla
Omei Shan Liocichla
Steere's Liocichla
Brown-cheeked Fulvetta
Grey-cheeked Fulvetta
White-eared Sibia
White-collared Yuhina
Taiwan Yuhina
Spot-breasted Parrotbill
Ashy-throated Parrotbill
Rusty-throated Parrotbill
Lesser Rufous-headed Parrotbil
Srenter Whitethroat
Lesser Whitethroat
Desert Warbler
Barred Warbler
Streaked Spiderhunter
Orienfnl Tree Pipit
Streaked Weaver
Fire-fronted Serin
Twite
Three-banded Rosefinch
Spot-winged Rosefinch
White-browed Rosefinch
Eurasian Bullfinch
Rosc Bunting
Crested Bunting
Little Bunting
Yellow-browed Bunting
Yellow-throated Bunting
Yellow-breasted Bunting
Chestnut Bunting
Yellow Bunting
Black-faced Bunting
Reed Bunting
Ochre-rumped Bunting
Corn Bunting
Lapland Longspur
Snow Bunting
