317,4
715,2
244,2
536,1
356,5
366,4
375,3
223,2
261,3
432,5
782,1
424,5
790,1
465,5
420,6
509,1
571,1
400,3
697,1
686,1
410,7
343,6
329,6
205,1
623,2
309,5
569,1
209,2
529,1
702,1
358,2
637,1
416,10
617,1
230,3
381,4
87,2
445,6
395,5
682,1
752,1
680,1
575,1
590,1
516,1
262,3
807,1
224,5
433,9
280,4
284,2
373,2
642,1
422,5
369,2
0,219
372,1
628,1
277,1
345,1
213,2
983,1
390,4
535,1
428,11
172,2
1322,1
461,4
476,6
439,8
457,3
472,4
425,7
153,1
442,5
437,8
471,5
431,7
452,7
1269,1
33,1
466,5
486,1
446,9
474,1
401,5
969,1
473,4
448,4
129,1
327,7
469,6
468,4
1143,1
678,1
464,7
480,2
683,1
460,4
463,7
1034,1
937,1
282,5
1176,1
988,1
459,8
414,2
398,5
423,5
314,2
412,5
389,5
374,3
441,6
406,4
288,10
409,4
363,1
411,10
440,8
387,2
290,4
251,2
52,1
203,3
321,5
165,2
279,6
218,1
176,1
323,6
161,1
178,3
301,5
328,7
207,2
335,3
199,2
70,1
362,3
337,5
200,3
487,2
407,2
351,2
303,8
17,1
388,6
354,4
408,3
392,2
347,1
396,5
365,7
281,3
370,4
247,3
334,8
307,8
453,4
271,6
237,2
175,2
427,6
421,5
216,2
302,2
226,2
267,5
246,2
222,1
331,4
315,3
296,2
259,1
206,1
219,1
361,2
404,7
342,5
319,5
184,2
484,1
304,5
491,1
493,2
479,4
494,2
338,2
488,3
451,3
305,5
438,9
490,3
485,3
318,8
336,4
332,3
308,3
34,1
135,1
158,1
231,2
371,4
228,4
310,5
294,4
285,6
316,2
462,6
426,4
340,5
670,2
444,5
292,10
348,2
483,5
475,2
236,4
273,1
349,2
333,4
238,4
243,1
256,2
204,1
241,3
147,2
278,4
232,3
211,3
234,1
215,2
239,2
275,4
225,2
311,6
270,4
449,4
297,1
265,3
272,2
186,1
300,4
105,2
180,2
260,4
276,2
293,2
352,5
435,5
287,4
379,4
268,3
325,3
456,6
378,1
450,6
430,6
417,3
217,1
242,2
298,2
286,6
283,2
403,2
245,4
295,5
212,1
202,1
312,2
429,2
391,5
163,2
397,5
107,1
454,3
306,2
377,4
324,4
443,7
380,4
346,1
368,1
364,2
291,3
257,2
252,5
458,6
447,10
386,5
266,2
376,3
383,2
4,1
344,4
478,2
481,2
384,2
359,2
777,2
197,1
322,1
313,3
74,1
6,1
626,2
415,4
405,4
482,2
341,2
9,1
413,5
357,2
299,2
143,1
418,4
685,1
436,5
141,1
79,1
138,1
10,1
360,1
214,1
24,1
181,2
201,1
109,1
50,1
263,1
66,1
289,1
274,1
434,3
496,1
166,1
233,1
353,1
191,1
455,1
320,2
195,1
149,1
402,3
125,1
367,2
419,2
326,1
718,2
330,1
393,4
173,1
394,1
470,2
157,1
269,1
7,1
253,1
399,1
339,2
170,1
5,1
625,2
23,1
40,1
