Rufous-winged Fulvetta,438
White-browed Fulvetta,423
Chinese Fulvetta,419
Spectacled Fulvetta,440
Streak-throated Fulvetta,443
Ludlow's Fulvetta,398
Rufous-throated Fulvetta,411
Dusky Fulvetta,0
Rusty-capped Fulvetta,436
Brown-cheeked Fulvetta,326
Grey-cheeked Fulvetta,333
Nepal Fulvetta,446
Rufous-backed Sibia,441
Beautiful Sibia,718
Grey Sibia,425
Rufous Sibia,437
White-eared Sibia,330
Beautiful Sibia,718
Long-tailed Sibia,416
Striated Yuhina,418
White-naped Yuhina,430
Whiskered Yuhina,420
Stripe-throated Yuhina,425
White-collared Yuhina,252
Rufous-vented Yuhina,409
Taiwan Yuhina,230
Black-chinned Yuhina,456
White-bellied Yuhina,427
Fire-tailed Myzornis,315
Bearded Parrotbill,434
Great Parrotbill,410
Three-toed Parrotbill,374
Brown Parrotbill,436
Grey-headed Parrotbill,393
Black-breasted Parrotbill,437
Spot-breasted Parrotbill,356
Spectacled Parrotbill,380
Vinous-throated Parrotbill,377
Brown-winged Parrotbill,428
Ashy-throated Parrotbill,252
Grey-hooded Parrotbill,409
Rusty-throated Parrotbill,252
Fulvous Parrotbill,371
Black-throated Parrotbill,434
Golden Parrotbill,423
Short-tailed Parrotbill,373
Lesser Rufous-headed Parrotbil,216
Rufous-headed Parrotbill,402
Reed Parrotbill,343
Srenter Whitethroat,87
Lesser Whitethroat,318
Small Whitethroat,391
Desert Warbler,291
Barred Warbler,178
Singing Bushlark,379
Bimaculated Lark,404
Tibetan Lark,388
Mongolian Lark,400
White-winged Lark,446
Black Lark,232
Red-capped Lark,419
Hume's Short-toed Lark,432
Asian Short-toed Lark,0
Crested Lark,483
Eurasian Skylark,450
Japanese Skylark,173
Oriental Skylark,437
Horned Lark,475
Thick-billed Flowerpecker,393
Yellow-vented Flowerpecker,394
Yellow-bellied Flowerpecker,409
Plain Flowerpecker,404
Fire-breasted Flowerpecker,343
Scarlet-backed Flowerpecker,380
Ruby-cheeked Sunbird,331
Purple-naped Sunbird,415
Olive-backed Sunbird,421
Purple Sunbird,428
Mrs Gould's Sunbird,268
Green-thriated Sunbird,418
Fork-tailed Sunbird,305
Black-throated Sunbird,334
Crimson Sunbird,404
Fire-tailed Sunbird,295
Little Spiderhunter,320
Streaked Spiderhunter,261
Saxaul Sparrow,367
House Sparrow,469
Spanish Sparrow,479
Russet Sparrow,374
Eurasian Tree Sparrow,462
Rock Sparrow,473
White-winged Snowfinch,388
Tibetan Snowfinch,391
White-rumped Snowfinch,428
Small Snowfinch,404
Rufous-necked Snowfinch,438
Plain-backed Snowfinch,398
Forest Wagtail,325
White Wagtail,471
Black-backed Wagtail,471
Japanese Wagtail,365
Citrine Wagtail,470
Yellow Wagtail,482
Grey Wagtail,469
Richard's Pipit,462
Paddyfield Pipit,420
Tawny Pipit,447
Blyth's Pipit,427
Tree Pipit,483
Orienfnl Tree Pipit,157
Pechora Pipit,354
Meadow Pipit,470
Red-throated Pipit,469
Rosy Pipit,397
Water Pipit,476
Buff-bellied Pipit,457
Upland Pipit,450
Cllared Accentor,397
Rufous-streaked Accentor,431
Robin Accentor,423
Rufous-breasted Accentor,437
Siberian Accentor,401
Brown Accentor,413
Black-throated Accentor,438
Mongolian Accentor,365
Maroon-backed Accentor,443
Ploceus bengalensis,269
Streaked Weaver,298
Baya Weaver,293
Red Avadavat,392
White-rumped Munia,380
Scaly-breasted Munia,463
Black-headed Munia,387
Java Sparrow,432
Chaffinch,449
Brambling,465
Fire-fronted Serin,329
Grey-capped Greenfinch,407
Yellow-breasted Greenfinch,420
Black-headed Greenfinch,439
Eurasian Siskin,442
Tibetan Serin,370
European Goldfinch,459
Hoary Redpoll,453
Common Redpoll,478
Twite,7
Eurasian Linnet,423
Plain Mountain-Finch,386
Brandt's Mountain Finch,416
Sillem's Mountain Finch,253
Asian Rosy-Finch,428
Spectacled Finch,438
Crimson-winged Finch,354
Mongolian Finch,412
Desert Finch,334
Long-tailed Rosefinch,386
Crimson Rosefinch,450
Dark-breasted Rosefinch,420
Common Rosefinch,466
Beautiful Rosefinch,393
Pink-rumped Rosefinch,440
Pink-browed Rosefinch,377
Vinaceous Rosefinch,0
Dark-rumped Rosefinch,446
Pale Rosefinch,433
Pallas's Rosefinch,399
Three-banded Rosefinch,0
Spot-winged Rosefinch,292
White-browed Rosefinch,286
Red-mantled Rosefinch,433
Streaked Rosefinch,460
Great Rosefinch,339
Red-fronted Rosefinch,424
Tibetan Rosefinch,464
Pine Grosbeak,480
Crimson-browed Finch,451
Scarlet Finch,359
Red Crossbill,459
White-winged Crossbill,435
Brown Bullfinch,377
Red-headed Bullfinch,441
Grey-headed Bullfinch,439
Eurasian Bullfinch,170
Hawfinch,464
Yellow-billed Grosbeak,472
Japanese Grosbeak,389
Collared Grosbeak,405
Spot-winged Grosbeak,458
White-winged Grosbeak,462
Gold-naped Finch,452
Rosc Bunting,5
Crested Bunting,292
Slaty Bunting,441
Yellowhammer,340
Pine Bunting,393
Tibetan Bunting,184
Rock Bunting,462
Godlewski's Bunting,449
Meadow Bunting,406
Rufous-backed Bunting,413
Grey-necked Bunting,402
Ortolan Bunting,463
Tristram's Bunting,436
Chestnut-eared Bunting,400
Little Bunting,304
Yellow-browed Bunting,287
Rustic Bunting,344
Yellow-throated Bunting,292
Yellow-breasted Bunting,288
Chestnut Bunting,285
Red-headed Bunting,625
Red-headed Bunting,625
Yellow Bunting,23
Black-faced Bunting,292
Grey Bunting,40
Pallas's Bunting,433
Reed Bunting,344
Ochre-rumped Bunting,247
Corn Bunting,339
Lapland Longspur,352
Snow Bunting,328
